nu,sigma,Test 1,Test 2,Class,Iterations to Inverse
1,-44,FALSE,TRUE,2,5
1,-43,FALSE,TRUE,2,12
1,-41,FALSE,TRUE,2,30
1,-38,FALSE,TRUE,2,60
1,-37,FALSE,TRUE,2,20
1,-34,FALSE,TRUE,2,30
1,-32,FALSE,TRUE,2,12
1,-31,FALSE,TRUE,2,30
1,-29,FALSE,TRUE,2,15
1,-28,FALSE,TRUE,2,20
1,-26,FALSE,TRUE,2,2
1,-23,FALSE,TRUE,2,60
1,-22,FALSE,TRUE,2,60
1,-19,FALSE,TRUE,2,10
1,-17,FALSE,TRUE,2,20
1,-16,FALSE,TRUE,2,30
1,-14,FALSE,TRUE,2,15
1,-13,FALSE,TRUE,2,60
1,-11,FALSE,TRUE,2,30
1,-8,FALSE,TRUE,2,20
1,-7,FALSE,TRUE,2,12
1,-4,FALSE,TRUE,2,30
1,-2,FALSE,TRUE,2,60
1,-1,FALSE,TRUE,2,2
1,1,FALSE,TRUE,2,2
1,2,FALSE,TRUE,2,60
1,4,FALSE,TRUE,2,30
1,7,FALSE,TRUE,2,12
1,8,FALSE,TRUE,2,20
1,11,FALSE,TRUE,2,30
1,13,FALSE,TRUE,2,60
1,14,FALSE,TRUE,2,30
1,16,FALSE,TRUE,2,15
1,17,FALSE,TRUE,2,20
1,19,FALSE,TRUE,2,10
1,22,FALSE,TRUE,2,60
1,23,FALSE,TRUE,2,60
1,26,FALSE,TRUE,2,2
1,28,FALSE,TRUE,2,20
1,29,FALSE,TRUE,2,30
1,31,FALSE,TRUE,2,15
1,32,FALSE,TRUE,2,12
1,34,FALSE,TRUE,2,30
1,37,FALSE,TRUE,2,20
1,38,FALSE,TRUE,2,60
1,41,FALSE,TRUE,2,30
1,43,FALSE,TRUE,2,12
1,44,FALSE,TRUE,2,10
1,46,FALSE,TRUE,2,5
1,47,FALSE,TRUE,2,60
1,49,FALSE,TRUE,2,6
1,52,FALSE,TRUE,2,60
1,53,FALSE,TRUE,2,20
1,56,FALSE,TRUE,2,30
1,58,FALSE,TRUE,2,60
1,59,FALSE,TRUE,2,30
1,61,FALSE,TRUE,2,15
1,62,FALSE,TRUE,2,20
1,64,FALSE,TRUE,2,10
1,67,FALSE,TRUE,2,60
1,68,FALSE,TRUE,2,12
1,71,FALSE,TRUE,2,10
1,73,FALSE,TRUE,2,20
1,74,FALSE,TRUE,2,6
1,76,FALSE,TRUE,2,3
1,77,FALSE,TRUE,2,60
1,79,FALSE,TRUE,2,30
1,82,FALSE,TRUE,2,4
1,83,FALSE,TRUE,2,60
1,86,FALSE,TRUE,2,30
1,88,FALSE,TRUE,2,60
1,89,FALSE,TRUE,2,10
1,91,FALSE,TRUE,2,5
1,92,FALSE,TRUE,2,60
1,94,FALSE,TRUE,2,30
1,97,FALSE,TRUE,2,60
1,98,FALSE,TRUE,2,20
1,101,FALSE,TRUE,2,6
1,103,FALSE,TRUE,2,60
1,104,FALSE,TRUE,2,30
1,106,FALSE,TRUE,2,15
1,107,FALSE,TRUE,2,4
1,109,FALSE,TRUE,2,10
1,112,FALSE,TRUE,2,60
1,113,FALSE,TRUE,2,60
1,116,FALSE,TRUE,2,10
1,118,FALSE,TRUE,2,4
1,119,FALSE,TRUE,2,30
1,121,FALSE,TRUE,2,15
1,122,FALSE,TRUE,2,60
1,124,FALSE,TRUE,2,6
1,127,FALSE,TRUE,2,20
1,128,FALSE,TRUE,2,60
1,131,FALSE,TRUE,2,30
1,133,FALSE,TRUE,2,60
1,134,FALSE,TRUE,2,10
1,136,FALSE,TRUE,2,5
1,137,FALSE,TRUE,2,60
1,139,FALSE,TRUE,2,30
1,142,FALSE,TRUE,2,60
1,143,FALSE,TRUE,2,4
1,146,FALSE,TRUE,2,30
1,148,FALSE,TRUE,2,60
1,149,FALSE,TRUE,2,6
1,151,FALSE,TRUE,2,3
1,152,FALSE,TRUE,2,20
1,154,FALSE,TRUE,2,10
1,157,FALSE,TRUE,2,12
1,158,FALSE,TRUE,2,60
1,161,FALSE,TRUE,2,10
1,163,FALSE,TRUE,2,20
1,164,FALSE,TRUE,2,30
1,166,FALSE,TRUE,2,15
1,167,FALSE,TRUE,2,60
1,169,FALSE,TRUE,2,30
1,172,FALSE,TRUE,2,20
1,173,FALSE,TRUE,2,60
1,176,FALSE,TRUE,2,6
1,178,FALSE,TRUE,2,60
1,179,FALSE,TRUE,2,10
1,181,FALSE,TRUE,2,5
1,182,FALSE,TRUE,2,12
1,184,FALSE,TRUE,2,30
1,187,FALSE,TRUE,2,60
1,188,FALSE,TRUE,2,20
1,191,FALSE,TRUE,2,30
1,193,FALSE,TRUE,2,12
1,194,FALSE,TRUE,2,30
1,196,FALSE,TRUE,2,15
1,197,FALSE,TRUE,2,20
1,199,FALSE,TRUE,2,2
1,202,FALSE,TRUE,2,60
1,203,FALSE,TRUE,2,60
1,206,FALSE,TRUE,2,10
1,208,FALSE,TRUE,2,20
1,209,FALSE,TRUE,2,30
1,211,FALSE,TRUE,2,15
1,212,FALSE,TRUE,2,60
1,214,FALSE,TRUE,2,30
1,217,FALSE,TRUE,2,20
1,218,FALSE,TRUE,2,12
1,221,FALSE,TRUE,2,30
1,223,FALSE,TRUE,2,60
1,224,FALSE,TRUE,2,2
2,-1,TRUE,FALSE,1,60
2,1,TRUE,FALSE,1,60
3,-224,FALSE,TRUE,2,24
3,-223,FALSE,TRUE,2,>450
3,-221,FALSE,TRUE,2,>450
3,-218,FALSE,TRUE,2,>450
3,-217,FALSE,TRUE,2,>450
3,-214,FALSE,TRUE,2,>450
3,-212,FALSE,TRUE,2,>450
3,-211,FALSE,TRUE,2,>450
3,-209,FALSE,TRUE,2,>450
3,-208,FALSE,TRUE,2,>450
3,-206,FALSE,TRUE,2,>450
3,-203,FALSE,TRUE,2,>450
3,-202,FALSE,TRUE,2,>450
3,-199,FALSE,TRUE,2,>450
3,-197,FALSE,TRUE,2,>450
3,-196,FALSE,TRUE,2,>450
3,-194,FALSE,TRUE,2,>450
3,-193,FALSE,TRUE,2,>450
3,-191,FALSE,TRUE,2,>450
3,-188,FALSE,TRUE,2,>450
3,-187,FALSE,TRUE,2,>450
3,-184,FALSE,TRUE,2,>450
3,-182,FALSE,TRUE,2,>450
3,-181,FALSE,TRUE,2,>450
3,-179,FALSE,TRUE,2,>450
3,-178,FALSE,TRUE,2,>450
3,-176,FALSE,TRUE,2,>450
3,-173,FALSE,TRUE,2,>450
3,-172,FALSE,TRUE,2,>450
3,-169,FALSE,TRUE,2,>450
3,-167,FALSE,TRUE,2,>450
3,-166,FALSE,TRUE,2,>450
3,-164,FALSE,TRUE,2,>450
3,-163,FALSE,TRUE,2,>450
3,-161,FALSE,TRUE,2,>450
3,-158,FALSE,TRUE,2,>450
3,-157,FALSE,TRUE,2,>450
3,-154,FALSE,TRUE,2,>450
3,-152,FALSE,TRUE,2,>450
3,-151,FALSE,TRUE,2,>450
3,-149,FALSE,TRUE,2,>450
3,-148,FALSE,TRUE,2,>450
3,-146,FALSE,TRUE,2,>450
3,-143,FALSE,TRUE,2,>450
3,-142,FALSE,TRUE,2,>450
3,-139,FALSE,TRUE,2,>450
3,-137,FALSE,TRUE,2,>450
3,-136,FALSE,TRUE,2,>450
3,-134,FALSE,TRUE,2,>450
3,-133,FALSE,TRUE,2,>450
3,-131,FALSE,TRUE,2,>450
3,-128,FALSE,TRUE,2,>450
3,-127,FALSE,TRUE,2,>450
3,-124,FALSE,TRUE,2,>450
3,-122,FALSE,TRUE,2,>450
3,-121,FALSE,TRUE,2,>450
3,-119,FALSE,TRUE,2,>450
3,-118,FALSE,TRUE,2,>450
3,-116,FALSE,TRUE,2,>450
3,-113,FALSE,TRUE,2,>450
3,-112,FALSE,TRUE,2,>450
3,-109,FALSE,TRUE,2,>450
3,-107,FALSE,TRUE,2,>450
3,-106,FALSE,TRUE,2,>450
3,-104,FALSE,TRUE,2,>450
3,-103,FALSE,TRUE,2,>450
3,-101,FALSE,TRUE,2,>450
3,-98,FALSE,TRUE,2,>450
3,-97,FALSE,TRUE,2,>450
3,-94,FALSE,TRUE,2,>450
3,-92,FALSE,TRUE,2,>450
3,-91,FALSE,TRUE,2,>450
3,-89,FALSE,TRUE,2,>450
3,-88,FALSE,TRUE,2,>450
3,-86,FALSE,TRUE,2,>450
3,-83,FALSE,TRUE,2,>450
3,-82,FALSE,TRUE,2,>450
3,-79,FALSE,TRUE,2,>450
3,-77,FALSE,TRUE,2,>450
3,-76,FALSE,TRUE,2,>450
3,-74,FALSE,TRUE,2,>450
3,-73,FALSE,TRUE,2,>450
3,-71,FALSE,TRUE,2,>450
3,-68,FALSE,TRUE,2,>450
3,-67,FALSE,TRUE,2,>450
3,-64,FALSE,TRUE,2,>450
3,-62,FALSE,TRUE,2,>450
3,-61,FALSE,TRUE,2,>450
3,-59,FALSE,TRUE,2,>450
3,-58,FALSE,TRUE,2,>450
3,-56,FALSE,TRUE,2,>450
3,-53,FALSE,TRUE,2,>450
3,-52,FALSE,TRUE,2,>450
3,-49,FALSE,TRUE,2,>450
3,-47,FALSE,TRUE,2,216
3,-46,FALSE,TRUE,2,>450
3,-44,FALSE,TRUE,2,>450
3,-43,FALSE,TRUE,2,>450
3,-41,FALSE,TRUE,2,>450
3,-38,FALSE,TRUE,2,>450
3,-37,FALSE,TRUE,2,>450
3,-34,FALSE,TRUE,2,>450
3,-32,FALSE,TRUE,2,>450
3,-31,FALSE,TRUE,2,>450
3,-29,FALSE,TRUE,2,>450
3,-28,FALSE,TRUE,2,>450
3,-26,FALSE,TRUE,2,>450
3,-23,FALSE,TRUE,2,>450
3,-22,FALSE,TRUE,2,>450
3,-19,FALSE,TRUE,2,>450
3,-17,FALSE,TRUE,2,>450
3,-16,FALSE,TRUE,2,>450
3,-14,FALSE,TRUE,2,>450
3,-13,FALSE,TRUE,2,>450
3,-11,FALSE,TRUE,2,>450
3,-8,FALSE,TRUE,2,>450
3,-7,FALSE,TRUE,2,>450
3,-4,FALSE,TRUE,2,>450
3,-2,FALSE,TRUE,2,>450
3,-1,FALSE,TRUE,2,>450
3,1,FALSE,TRUE,2,24
3,2,FALSE,TRUE,2,>450
3,4,FALSE,TRUE,2,>450
3,7,FALSE,TRUE,2,>450
3,8,FALSE,TRUE,2,>450
3,11,FALSE,TRUE,2,>450
3,13,FALSE,TRUE,2,>450
3,14,FALSE,TRUE,2,>450
3,16,FALSE,TRUE,2,>450
3,17,FALSE,TRUE,2,>450
3,19,FALSE,TRUE,2,>450
3,22,FALSE,TRUE,2,>450
3,23,FALSE,TRUE,2,>450
3,26,FALSE,TRUE,2,>450
3,28,FALSE,TRUE,2,>450
3,29,FALSE,TRUE,2,>450
3,31,FALSE,TRUE,2,>450
3,32,FALSE,TRUE,2,>450
3,34,FALSE,TRUE,2,>450
3,37,FALSE,TRUE,2,>450
3,38,FALSE,TRUE,2,>450
3,41,FALSE,TRUE,2,>450
3,43,FALSE,TRUE,2,>450
3,44,FALSE,TRUE,2,>450
3,46,FALSE,TRUE,2,>450
3,47,FALSE,TRUE,2,>450
3,49,FALSE,TRUE,2,>450
3,52,FALSE,TRUE,2,>450
3,53,FALSE,TRUE,2,>450
3,56,FALSE,TRUE,2,>450
3,58,FALSE,TRUE,2,>450
3,59,FALSE,TRUE,2,>450
3,61,FALSE,TRUE,2,>450
3,62,FALSE,TRUE,2,>450
3,64,FALSE,TRUE,2,>450
3,67,FALSE,TRUE,2,>450
3,68,FALSE,TRUE,2,>450
3,71,FALSE,TRUE,2,>450
3,73,FALSE,TRUE,2,>450
3,74,FALSE,TRUE,2,>450
3,76,FALSE,TRUE,2,>450
3,77,FALSE,TRUE,2,>450
3,79,FALSE,TRUE,2,>450
3,82,FALSE,TRUE,2,>450
3,83,FALSE,TRUE,2,>450
3,86,FALSE,TRUE,2,>450
3,88,FALSE,TRUE,2,>450
3,89,FALSE,TRUE,2,>450
3,91,FALSE,TRUE,2,>450
3,92,FALSE,TRUE,2,>450
3,94,FALSE,TRUE,2,>450
3,97,FALSE,TRUE,2,>450
3,98,FALSE,TRUE,2,>450
3,101,FALSE,TRUE,2,>450
3,103,FALSE,TRUE,2,>450
3,104,FALSE,TRUE,2,>450
3,106,FALSE,TRUE,2,>450
3,107,FALSE,TRUE,2,>450
3,109,FALSE,TRUE,2,>450
3,112,FALSE,TRUE,2,>450
3,113,FALSE,TRUE,2,>450
3,116,FALSE,TRUE,2,>450
3,118,FALSE,TRUE,2,>450
3,119,FALSE,TRUE,2,>450
3,121,FALSE,TRUE,2,>450
3,122,FALSE,TRUE,2,>450
3,124,FALSE,TRUE,2,>450
3,127,FALSE,TRUE,2,>450
3,128,FALSE,TRUE,2,>450
3,131,FALSE,TRUE,2,>450
3,133,FALSE,TRUE,2,>450
3,134,FALSE,TRUE,2,>450
3,136,FALSE,TRUE,2,>450
3,137,FALSE,TRUE,2,>450
3,139,FALSE,TRUE,2,>450
3,142,FALSE,TRUE,2,>450
3,143,FALSE,TRUE,2,>450
3,146,FALSE,TRUE,2,>450
3,148,FALSE,TRUE,2,>450
3,149,FALSE,TRUE,2,>450
3,151,FALSE,TRUE,2,>450
3,152,FALSE,TRUE,2,>450
3,154,FALSE,TRUE,2,>450
3,157,FALSE,TRUE,2,>450
3,158,FALSE,TRUE,2,>450
3,161,FALSE,TRUE,2,>450
3,163,FALSE,TRUE,2,>450
3,164,FALSE,TRUE,2,>450
3,166,FALSE,TRUE,2,>450
3,167,FALSE,TRUE,2,>450
3,169,FALSE,TRUE,2,>450
3,172,FALSE,TRUE,2,>450
3,173,FALSE,TRUE,2,>450
3,176,FALSE,TRUE,2,>450
3,178,FALSE,TRUE,2,216
3,179,FALSE,TRUE,2,>450
3,181,FALSE,TRUE,2,>450
3,182,FALSE,TRUE,2,>450
3,184,FALSE,TRUE,2,>450
3,187,FALSE,TRUE,2,>450
3,188,FALSE,TRUE,2,>450
3,191,FALSE,TRUE,2,>450
3,193,FALSE,TRUE,2,>450
3,194,FALSE,TRUE,2,>450
3,196,FALSE,TRUE,2,>450
3,197,FALSE,TRUE,2,>450
3,199,FALSE,TRUE,2,>450
3,202,FALSE,TRUE,2,>450
3,203,FALSE,TRUE,2,>450
3,206,FALSE,TRUE,2,>450
3,208,FALSE,TRUE,2,>450
3,209,FALSE,TRUE,2,>450
3,211,FALSE,TRUE,2,>450
3,212,FALSE,TRUE,2,>450
3,214,FALSE,TRUE,2,>450
3,217,FALSE,TRUE,2,>450
3,218,FALSE,TRUE,2,>450
3,221,FALSE,TRUE,2,>450
3,223,FALSE,TRUE,2,>450
3,224,FALSE,TRUE,2,>450
4,-1,TRUE,FALSE,1,30
5,-224,FALSE,TRUE,2,24
5,-223,FALSE,TRUE,2,>450
5,-221,FALSE,TRUE,2,>450
5,-218,FALSE,TRUE,2,>450
5,-217,FALSE,TRUE,2,>450
5,-214,FALSE,TRUE,2,>450
5,-212,FALSE,TRUE,2,>450
5,-211,FALSE,TRUE,2,>450
5,-209,FALSE,TRUE,2,>450
5,-208,FALSE,TRUE,2,>450
5,-206,FALSE,TRUE,2,>450
5,-203,FALSE,TRUE,2,>450
5,-202,FALSE,TRUE,2,>450
5,-199,FALSE,TRUE,2,>450
5,-197,FALSE,TRUE,2,>450
5,-196,FALSE,TRUE,2,>450
5,-194,FALSE,TRUE,2,>450
5,-193,FALSE,TRUE,2,>450
5,-191,FALSE,TRUE,2,>450
5,-188,FALSE,TRUE,2,>450
5,-187,FALSE,TRUE,2,>450
5,-184,FALSE,TRUE,2,>450
5,-182,FALSE,TRUE,2,>450
5,-181,FALSE,TRUE,2,>450
5,-179,FALSE,TRUE,2,>450
5,-178,FALSE,TRUE,2,>450
5,-176,FALSE,TRUE,2,>450
5,-173,FALSE,TRUE,2,>450
5,-172,FALSE,TRUE,2,>450
5,-169,FALSE,TRUE,2,>450
5,-167,FALSE,TRUE,2,>450
5,-166,FALSE,TRUE,2,>450
5,-164,FALSE,TRUE,2,>450
5,-163,FALSE,TRUE,2,>450
5,-161,FALSE,TRUE,2,>450
5,-158,FALSE,TRUE,2,>450
5,-157,FALSE,TRUE,2,>450
5,-154,FALSE,TRUE,2,>450
5,-152,FALSE,TRUE,2,>450
5,-151,FALSE,TRUE,2,>450
5,-149,FALSE,TRUE,2,>450
5,-148,FALSE,TRUE,2,>450
5,-146,FALSE,TRUE,2,>450
5,-143,FALSE,TRUE,2,>450
5,-142,FALSE,TRUE,2,>450
5,-139,FALSE,TRUE,2,>450
5,-137,FALSE,TRUE,2,>450
5,-136,FALSE,TRUE,2,>450
5,-134,FALSE,TRUE,2,>450
5,-133,FALSE,TRUE,2,>450
5,-131,FALSE,TRUE,2,>450
5,-128,FALSE,TRUE,2,>450
5,-127,FALSE,TRUE,2,>450
5,-124,FALSE,TRUE,2,>450
5,-122,FALSE,TRUE,2,>450
5,-121,FALSE,TRUE,2,>450
5,-119,FALSE,TRUE,2,>450
5,-118,FALSE,TRUE,2,>450
5,-116,FALSE,TRUE,2,>450
5,-113,FALSE,TRUE,2,>450
5,-112,FALSE,TRUE,2,>450
5,-109,FALSE,TRUE,2,>450
5,-107,FALSE,TRUE,2,>450
5,-106,FALSE,TRUE,2,>450
5,-104,FALSE,TRUE,2,>450
5,-103,FALSE,TRUE,2,>450
5,-101,FALSE,TRUE,2,>450
5,-98,FALSE,TRUE,2,>450
5,-97,FALSE,TRUE,2,>450
5,-94,FALSE,TRUE,2,>450
5,-92,FALSE,TRUE,2,>450
5,-91,FALSE,TRUE,2,>450
5,-89,FALSE,TRUE,2,>450
5,-88,FALSE,TRUE,2,>450
5,-86,FALSE,TRUE,2,>450
5,-83,FALSE,TRUE,2,>450
5,-82,FALSE,TRUE,2,>450
5,-79,FALSE,TRUE,2,>450
5,-77,FALSE,TRUE,2,>450
5,-76,FALSE,TRUE,2,>450
5,-74,FALSE,TRUE,2,>450
5,-73,FALSE,TRUE,2,>450
5,-71,FALSE,TRUE,2,>450
5,-68,FALSE,TRUE,2,>450
5,-67,FALSE,TRUE,2,>450
5,-64,FALSE,TRUE,2,>450
5,-62,FALSE,TRUE,2,>450
5,-61,FALSE,TRUE,2,>450
5,-59,FALSE,TRUE,2,>450
5,-58,FALSE,TRUE,2,>450
5,-56,FALSE,TRUE,2,>450
5,-53,FALSE,TRUE,2,>450
5,-52,FALSE,TRUE,2,>450
5,-49,FALSE,TRUE,2,>450
5,-47,FALSE,TRUE,2,>450
5,-46,FALSE,TRUE,2,216
5,-44,FALSE,TRUE,2,196
5,-43,FALSE,TRUE,2,>450
5,-41,FALSE,TRUE,2,>450
5,-38,FALSE,TRUE,2,>450
5,-37,FALSE,TRUE,2,>450
5,-34,FALSE,TRUE,2,>450
5,-32,FALSE,TRUE,2,>450
5,-31,FALSE,TRUE,2,223
5,-29,FALSE,TRUE,2,>450
5,-28,FALSE,TRUE,2,>450
5,-26,FALSE,TRUE,2,>450
5,-23,FALSE,TRUE,2,>450
5,-22,FALSE,TRUE,2,>450
5,-19,FALSE,TRUE,2,>450
5,-17,FALSE,TRUE,2,>450
5,-16,FALSE,TRUE,2,>450
5,-14,FALSE,TRUE,2,>450
5,-13,FALSE,TRUE,2,>450
5,-11,FALSE,TRUE,2,>450
5,-8,FALSE,TRUE,2,>450
5,-7,FALSE,TRUE,2,>450
5,-4,FALSE,TRUE,2,>450
5,-2,FALSE,TRUE,2,>450
5,-1,FALSE,TRUE,2,>450
5,1,FALSE,TRUE,2,24
5,2,FALSE,TRUE,2,>450
5,4,FALSE,TRUE,2,>450
5,7,FALSE,TRUE,2,>450
5,8,FALSE,TRUE,2,>450
5,11,FALSE,TRUE,2,>450
5,13,FALSE,TRUE,2,>450
5,14,FALSE,TRUE,2,>450
5,16,FALSE,TRUE,2,>450
5,17,FALSE,TRUE,2,>450
5,19,FALSE,TRUE,2,>450
5,22,FALSE,TRUE,2,>450
5,23,FALSE,TRUE,2,>450
5,26,FALSE,TRUE,2,>450
5,28,FALSE,TRUE,2,>450
5,29,FALSE,TRUE,2,>450
5,31,FALSE,TRUE,2,>450
5,32,FALSE,TRUE,2,>450
5,34,FALSE,TRUE,2,>450
5,37,FALSE,TRUE,2,>450
5,38,FALSE,TRUE,2,>450
5,41,FALSE,TRUE,2,>450
5,43,FALSE,TRUE,2,>450
5,44,FALSE,TRUE,2,>450
5,46,FALSE,TRUE,2,>450
5,47,FALSE,TRUE,2,>450
5,49,FALSE,TRUE,2,>450
5,52,FALSE,TRUE,2,>450
5,53,FALSE,TRUE,2,>450
5,56,FALSE,TRUE,2,>450
5,58,FALSE,TRUE,2,>450
5,59,FALSE,TRUE,2,>450
5,61,FALSE,TRUE,2,>450
5,62,FALSE,TRUE,2,>450
5,64,FALSE,TRUE,2,>450
5,67,FALSE,TRUE,2,>450
5,68,FALSE,TRUE,2,>450
5,71,FALSE,TRUE,2,>450
5,73,FALSE,TRUE,2,>450
5,74,FALSE,TRUE,2,>450
5,76,FALSE,TRUE,2,>450
5,77,FALSE,TRUE,2,>450
5,79,FALSE,TRUE,2,>450
5,82,FALSE,TRUE,2,>450
5,83,FALSE,TRUE,2,>450
5,86,FALSE,TRUE,2,>450
5,88,FALSE,TRUE,2,>450
5,89,FALSE,TRUE,2,>450
5,91,FALSE,TRUE,2,>450
5,92,FALSE,TRUE,2,>450
5,94,FALSE,TRUE,2,>450
5,97,FALSE,TRUE,2,>450
5,98,FALSE,TRUE,2,>450
5,101,FALSE,TRUE,2,>450
5,103,FALSE,TRUE,2,>450
5,104,FALSE,TRUE,2,>450
5,106,FALSE,TRUE,2,>450
5,107,FALSE,TRUE,2,>450
5,109,FALSE,TRUE,2,>450
5,112,FALSE,TRUE,2,>450
5,113,FALSE,TRUE,2,>450
5,116,FALSE,TRUE,2,>450
5,118,FALSE,TRUE,2,>450
5,119,FALSE,TRUE,2,>450
5,121,FALSE,TRUE,2,>450
5,122,FALSE,TRUE,2,>450
5,124,FALSE,TRUE,2,>450
5,127,FALSE,TRUE,2,>450
5,128,FALSE,TRUE,2,>450
5,131,FALSE,TRUE,2,>450
5,133,FALSE,TRUE,2,>450
5,134,FALSE,TRUE,2,>450
5,136,FALSE,TRUE,2,>450
5,137,FALSE,TRUE,2,>450
5,139,FALSE,TRUE,2,>450
5,142,FALSE,TRUE,2,>450
5,143,FALSE,TRUE,2,>450
5,146,FALSE,TRUE,2,>450
5,148,FALSE,TRUE,2,>450
5,149,FALSE,TRUE,2,>450
5,151,FALSE,TRUE,2,>450
5,152,FALSE,TRUE,2,>450
5,154,FALSE,TRUE,2,>450
5,157,FALSE,TRUE,2,>450
5,158,FALSE,TRUE,2,>450
5,161,FALSE,TRUE,2,>450
5,163,FALSE,TRUE,2,>450
5,164,FALSE,TRUE,2,>450
5,166,FALSE,TRUE,2,>450
5,167,FALSE,TRUE,2,>450
5,169,FALSE,TRUE,2,>450
5,172,FALSE,TRUE,2,>450
5,173,FALSE,TRUE,2,>450
5,176,FALSE,TRUE,2,>450
5,178,FALSE,TRUE,2,>450
5,179,FALSE,TRUE,2,216
5,181,FALSE,TRUE,2,196
5,182,FALSE,TRUE,2,>450
5,184,FALSE,TRUE,2,>450
5,187,FALSE,TRUE,2,>450
5,188,FALSE,TRUE,2,>450
5,191,FALSE,TRUE,2,>450
5,193,FALSE,TRUE,2,>450
5,194,FALSE,TRUE,2,223
5,196,FALSE,TRUE,2,>450
5,197,FALSE,TRUE,2,>450
5,199,FALSE,TRUE,2,>450
5,202,FALSE,TRUE,2,>450
5,203,FALSE,TRUE,2,>450
5,206,FALSE,TRUE,2,>450
5,208,FALSE,TRUE,2,>450
5,209,FALSE,TRUE,2,>450
5,211,FALSE,TRUE,2,>450
5,212,FALSE,TRUE,2,>450
5,214,FALSE,TRUE,2,>450
5,217,FALSE,TRUE,2,>450
5,218,FALSE,TRUE,2,>450
5,221,FALSE,TRUE,2,>450
5,223,FALSE,TRUE,2,>450
5,224,FALSE,TRUE,2,>450
6,-3,TRUE,FALSE,1,20
6,3,TRUE,FALSE,1,60
7,-1,TRUE,FALSE,1,12
8,-1,TRUE,FALSE,1,20
8,7,TRUE,FALSE,1,30
9,-224,FALSE,TRUE,2,12
9,-223,FALSE,TRUE,2,>450
9,-222,FALSE,TRUE,2,>450
9,-221,FALSE,TRUE,2,>450
9,-219,FALSE,TRUE,2,>450
9,-218,FALSE,TRUE,2,>450
9,-217,FALSE,TRUE,2,>450
9,-216,FALSE,TRUE,2,75
9,-214,FALSE,TRUE,2,>450
9,-213,FALSE,TRUE,2,>450
9,-212,FALSE,TRUE,2,>450
9,-211,FALSE,TRUE,2,223
9,-209,FALSE,TRUE,2,>450
9,-208,FALSE,TRUE,2,>450
9,-207,FALSE,TRUE,2,60
9,-206,FALSE,TRUE,2,>450
9,-204,FALSE,TRUE,2,>450
9,-203,FALSE,TRUE,2,222
9,-202,FALSE,TRUE,2,>450
9,-201,FALSE,TRUE,2,>450
9,-199,FALSE,TRUE,2,>450
9,-198,FALSE,TRUE,2,60
9,-197,FALSE,TRUE,2,>450
9,-196,FALSE,TRUE,2,>450
9,-194,FALSE,TRUE,2,>450
9,-193,FALSE,TRUE,2,>450
9,-192,FALSE,TRUE,2,>450
9,-191,FALSE,TRUE,2,420
9,-189,FALSE,TRUE,2,30
9,-188,FALSE,TRUE,2,>450
9,-187,FALSE,TRUE,2,>450
9,-186,FALSE,TRUE,2,>450
9,-184,FALSE,TRUE,2,>450
9,-183,FALSE,TRUE,2,>450
9,-182,FALSE,TRUE,2,>450
9,-181,FALSE,TRUE,2,>450
9,-179,FALSE,TRUE,2,>450
9,-178,FALSE,TRUE,2,>450
9,-177,FALSE,TRUE,2,>450
9,-176,FALSE,TRUE,2,>450
9,-174,FALSE,TRUE,2,>450
9,-173,FALSE,TRUE,2,>450
9,-172,FALSE,TRUE,2,>450
9,-171,FALSE,TRUE,2,75
9,-169,FALSE,TRUE,2,>450
9,-168,FALSE,TRUE,2,>450
9,-167,FALSE,TRUE,2,>450
9,-166,FALSE,TRUE,2,>450
9,-164,FALSE,TRUE,2,>450
9,-163,FALSE,TRUE,2,>450
9,-162,FALSE,TRUE,2,12
9,-161,FALSE,TRUE,2,>450
9,-159,FALSE,TRUE,2,>450
9,-158,FALSE,TRUE,2,>450
9,-157,FALSE,TRUE,2,>450
9,-156,FALSE,TRUE,2,>450
9,-154,FALSE,TRUE,2,>450
9,-153,FALSE,TRUE,2,60
9,-152,FALSE,TRUE,2,>450
9,-151,FALSE,TRUE,2,>450
9,-149,FALSE,TRUE,2,>450
9,-148,FALSE,TRUE,2,>450
9,-147,FALSE,TRUE,2,>450
9,-146,FALSE,TRUE,2,>450
9,-144,FALSE,TRUE,2,30
9,-143,FALSE,TRUE,2,148
9,-142,FALSE,TRUE,2,>450
9,-141,FALSE,TRUE,2,>450
9,-139,FALSE,TRUE,2,>450
9,-138,FALSE,TRUE,2,>450
9,-137,FALSE,TRUE,2,>450
9,-136,FALSE,TRUE,2,>450
9,-134,FALSE,TRUE,2,>450
9,-133,FALSE,TRUE,2,>450
9,-132,FALSE,TRUE,2,>450
9,-131,FALSE,TRUE,2,>450
9,-129,FALSE,TRUE,2,>450
9,-128,FALSE,TRUE,2,>450
9,-127,FALSE,TRUE,2,>450
9,-126,FALSE,TRUE,2,75
9,-124,FALSE,TRUE,2,>450
9,-123,FALSE,TRUE,2,>450
9,-122,FALSE,TRUE,2,>450
9,-121,FALSE,TRUE,2,>450
9,-119,FALSE,TRUE,2,>450
9,-118,FALSE,TRUE,2,>450
9,-117,FALSE,TRUE,2,60
9,-116,FALSE,TRUE,2,>450
9,-114,FALSE,TRUE,2,>450
9,-113,FALSE,TRUE,2,>450
9,-112,FALSE,TRUE,2,>450
9,-111,FALSE,TRUE,2,>450
9,-109,FALSE,TRUE,2,>450
